kernel,n,threads,precision,elapsed_ms,gflops
naive-ijk,64,1,f32,0.19487500000000002,2.690381013470173
ikj,64,1,f32,0.032042,16.362524187004556
tiled,64,1,f32,0.032334,16.214758458588484
rayon-ikj,64,1,f32,0.037375,14.027772575250836
rayon-ikj,64,2,f32,0.073208,7.161621680690636
rayon-ikj,64,4,f32,0.027375,19.152073059360728
rayon-ikj,64,8,f32,0.041167,12.735637768115238
rayon-ikj,64,10,f32,0.057584,9.104751319811058
rayon-tiled,64,1,f32,0.051,10.280156862745098
rayon-tiled,64,2,f32,0.050542,10.373313284001425
rayon-tiled,64,4,f32,0.040375,12.985461300309597
rayon-tiled,64,8,f32,0.06483299999999999,8.086745947279935
rayon-tiled,64,10,f32,0.041665999999999995,12.583113329813278
static-ikj,64,1,f32,0.043792,11.972232371209355
static-ikj,64,2,f32,0.023458,22.350072469946284
static-ikj,64,4,f32,0.03975,13.189635220125787
static-ikj,64,8,f32,0.065292,8.02989646511058
static-ikj,64,10,f32,0.035875,14.614299651567945
static-tiled,64,1,f32,0.046458,11.285203840027553
static-tiled,64,2,f32,0.042957999999999996,12.204665021649054
static-tiled,64,4,f32,0.040333,12.998983462673245
static-tiled,64,8,f32,0.046625,11.244782841823055
static-tiled,64,10,f32,0.03325,15.768060150375938
mps,64,1,f32,0.231,2.2696450216450215
naive-ijk,128,1,f32,1.4113330000000002,2.9718741076698407
ikj,128,1,f32,0.134125,31.271604846225536
tiled,128,1,f32,0.20441700000000002,20.518371759687305
rayon-ikj,128,1,f32,0.137791,30.43960781183096
rayon-ikj,128,2,f32,0.073625,56.9684753820034
rayon-ikj,128,4,f32,0.102833,40.78752929507065
rayon-ikj,128,8,f32,0.14008400000000001,29.941349476028666
rayon-ikj,128,10,f32,0.075334,55.676109060981766
rayon-tiled,128,1,f32,0.20566700000000002,20.393665488386567
rayon-tiled,128,2,f32,0.110375,38.00048924122311
rayon-tiled,128,4,f32,0.110917,37.814798452897215
rayon-tiled,128,8,f32,0.124583,33.666744258847515
rayon-tiled,128,10,f32,0.122667,34.192602737492564
static-ikj,128,1,f32,0.142292,29.476737975430805
static-ikj,128,2,f32,0.078625,53.345678855325914
static-ikj,128,4,f32,0.051,82.24125490196079
static-ikj,128,8,f32,0.082792,50.660740168132186
static-ikj,128,10,f32,0.08904100000000001,47.10531103648881
static-tiled,128,1,f32,0.21333300000000002,19.660830720048
static-tiled,128,2,f32,0.113541,36.94087598312504
static-tiled,128,4,f32,0.067833,61.83279524715109
static-tiled,128,8,f32,0.06933299999999999,60.4950600724042
static-tiled,128,10,f32,0.09575,43.804741514360316
mps,128,1,f32,0.22375,18.74549273743017
naive-ijk,256,1,f32,13.663333999999999,2.455801197570081
ikj,256,1,f32,1.275083,26.315488481926273
tiled,256,1,f32,1.579708,21.24090781334272
rayon-ikj,256,1,f32,1.286875,26.074352209810584
rayon-ikj,256,2,f32,0.92725,36.18703909409545
rayon-ikj,256,4,f32,0.3765,89.1219973439575
rayon-ikj,256,8,f32,0.24787499999999998,135.36835905194152
rayon-ikj,256,10,f32,0.320917,104.55797604988207
rayon-tiled,256,1,f32,1.596,21.024080200501256
rayon-tiled,256,2,f32,0.8296659999999999,40.443301280274234
rayon-tiled,256,4,f32,0.54075,62.0516541840037
rayon-tiled,256,8,f32,0.437708,76.65939850311166
rayon-tiled,256,10,f32,0.5109999999999999,65.66425048923679
static-ikj,256,1,f32,1.291875,25.973435510401547
static-ikj,256,2,f32,0.715666,46.88560306064561
static-ikj,256,4,f32,0.394375,85.08255340729002
static-ikj,256,8,f32,0.341584,98.23186097709495
static-ikj,256,10,f32,0.336542,99.70354963124959
static-tiled,256,1,f32,1.615,20.776738080495356
static-tiled,256,2,f32,0.827708,40.53897268118708
static-tiled,256,4,f32,0.475417,70.57894858618856
static-tiled,256,8,f32,0.287125,116.8634984762734
static-tiled,256,10,f32,0.39725,84.46678917558214
mps,256,1,f32,0.28033399999999997,119.69447872894476
naive-ijk,512,1,f32,117.908208,2.276647746185745
ikj,512,1,f32,10.663667,25.1729030923415
tiled,512,1,f32,13.791584,19.463714682809456
rayon-ikj,512,1,f32,10.195124999999999,26.32978565736075
rayon-ikj,512,2,f32,5.2715000000000005,50.922025230010426
rayon-ikj,512,4,f32,2.779792,96.5667416842699
rayon-ikj,512,8,f32,1.487875,180.41532790052926
rayon-ikj,512,10,f32,1.542167,174.06380502241328
rayon-tiled,512,1,f32,13.452375,19.954502903762343
rayon-tiled,512,2,f32,6.952500000000001,38.60991815893563
rayon-tiled,512,4,f32,3.6444170000000002,73.65662491421811
rayon-tiled,512,8,f32,1.965541,136.57077415327385
rayon-tiled,512,10,f32,1.9719579999999999,136.12635563232078
static-ikj,512,1,f32,10.186625,26.35175595449916
static-ikj,512,2,f32,5.268958,50.946592476159424
static-ikj,512,4,f32,2.7690409999999996,96.9416689749267
static-ikj,512,8,f32,1.4265,188.17767683140553
static-ikj,512,10,f32,1.908208,140.67410680596663
static-tiled,512,1,f32,13.437917,19.975972168900878
static-tiled,512,2,f32,6.949625,38.62589074950087
static-tiled,512,4,f32,3.681708,72.91057737332781
static-tiled,512,8,f32,1.9094579999999999,140.5820164675002
static-tiled,512,10,f32,2.957375,90.76814945686631
mps,512,1,f32,0.39829200000000003,673.9664768561759
naive-ijk,1024,1,f32,1038.187333,2.0684934016624146
ikj,1024,1,f32,82.50745900000001,26.027751600009886
tiled,1024,1,f32,119.613833,17.953472388097452
rayon-ikj,1024,1,f32,81.755375,26.26718607797958
rayon-ikj,1024,2,f32,41.734042,51.45640213809149
rayon-ikj,1024,4,f32,21.874875,98.17124202995447
rayon-ikj,1024,8,f32,11.441583999999999,187.69111409748862
rayon-ikj,1024,10,f32,11.656417000000001,184.2318825759236
rayon-tiled,1024,1,f32,119.173209,18.019852498895116
rayon-tiled,1024,2,f32,61.561334,34.883643814476144
rayon-tiled,1024,4,f32,31.5985,67.96156931499912
rayon-tiled,1024,8,f32,18.051917,118.96152901655819
rayon-tiled,1024,10,f32,15.949749999999998,134.6405835828148
static-ikj,1024,1,f32,81.784958,26.25768479333327
static-ikj,1024,2,f32,42.122416,50.981967606036655
static-ikj,1024,4,f32,21.310708,100.77016906242626
static-ikj,1024,8,f32,11.644209,184.42503462450733
static-ikj,1024,10,f32,14.45725,148.54025820954885
static-tiled,1024,1,f32,120.2085,17.864657224738686
static-tiled,1024,2,f32,61.548167,34.89110647275653
static-tiled,1024,4,f32,31.59425,67.97071137944405
static-tiled,1024,8,f32,15.628625,137.4070750305929
static-tiled,1024,10,f32,19.048625,112.73693760048297
mps,1024,1,f32,4.596834,467.1658032463212
naive-ijk,2048,1,f32,24071.668125,0.7136966617680137
ikj,2048,1,f32,719.354666,23.882335092826104
tiled,2048,1,f32,1166.603833,14.726395283496382
rayon-ikj,2048,1,f32,709.5198750000001,24.213372717712804
rayon-ikj,2048,2,f32,411.06816699999996,41.793236653131544
rayon-ikj,2048,4,f32,227.992084,75.35291963908712
rayon-ikj,2048,8,f32,119.880125,143.3087359893894
rayon-ikj,2048,10,f32,115.401625,148.87025363810952
rayon-tiled,2048,1,f32,1177.901417,14.58515028172345
rayon-tiled,2048,2,f32,623.2021669999999,27.5670883281765
rayon-tiled,2048,4,f32,314.71375,54.58887380675296
rayon-tiled,2048,8,f32,168.71070799999998,101.83034252929578
rayon-tiled,2048,10,f32,161.511083,106.36959931721837
static-ikj,2048,1,f32,715.855334,23.999079657622556
static-ikj,2048,2,f32,412.237,41.67473852177267
static-ikj,2048,4,f32,228.434791,75.20688555711288
static-ikj,2048,8,f32,122.585708,140.14577608019363
static-ikj,2048,10,f32,122.04216699999999,140.76994539108767
static-tiled,2048,1,f32,1170.5895,14.676254300931284
static-tiled,2048,2,f32,651.660083,26.363236957694706
static-tiled,2048,4,f32,304.261417,56.46417266241812
static-tiled,2048,8,f32,154.467625,111.21987007957169
static-tiled,2048,10,f32,143.120916,120.0374457077958
mps,2048,1,f32,10.833499999999999,1585.8096814510548
naive-ijk,4096,1,f32,268953.293708,0.5110142046492882
ikj,4096,1,f32,5459.0305,25.176439932328645
tiled,4096,1,f32,8610.052791999999,15.962614491713794
rayon-ikj,4096,1,f32,5403.81275,25.43370020954186
rayon-ikj,4096,2,f32,2952.9432079999997,46.54303987278038
rayon-ikj,4096,4,f32,2164.737541,63.489892362891304
rayon-ikj,4096,8,f32,1099.456459,125.00627227840043
rayon-ikj,4096,10,f32,1166.248875,117.84701912102595
rayon-tiled,4096,1,f32,8975.901333,15.31199468143708
rayon-tiled,4096,2,f32,4562.543291,30.123320417169495
rayon-tiled,4096,4,f32,2333.0378330000003,58.90986915341634
rayon-tiled,4096,8,f32,1259.4695,109.12447937167197
