kernel,n,threads,precision,elapsed_ms,gflops
naive-ijk,64,1,f64,0.312875,1.6757107471034758
ikj,64,1,f64,0.069416,7.552840843609543
tiled,64,1,f64,0.06999999999999999,7.489828571428571
rayon-ikj,64,1,f64,0.077958,6.725262320736807
rayon-ikj,64,2,f64,0.0635,8.256503937007874
rayon-ikj,64,4,f64,0.079917,6.560406421662474
rayon-ikj,64,8,f64,0.148209,3.5374909755817794
rayon-ikj,64,10,f64,0.11175,4.691615212527964
rayon-tiled,64,1,f64,0.077333,6.779615429376851
rayon-tiled,64,2,f64,0.0795,6.5948176100628935
rayon-tiled,64,4,f64,0.089834,5.836186744439745
rayon-tiled,64,8,f64,0.096916,5.409715630030129
rayon-tiled,64,10,f64,0.099541,5.267055786058006
static-ikj,64,1,f64,0.07725,6.7868996763754055
static-ikj,64,2,f64,0.075125,6.97887520798669
static-ikj,64,4,f64,0.072833,7.198495187620996
static-ikj,64,8,f64,0.069084,7.589137861154536
static-ikj,64,10,f64,0.053458000000000006,9.807475027124099
static-tiled,64,1,f64,0.085459,6.134965305000059
static-tiled,64,2,f64,0.042917000000000004,12.216324533401682
static-tiled,64,4,f64,0.058332999999999996,8.987845644832257
static-tiled,64,8,f64,0.097334,5.386483654221546
static-tiled,64,10,f64,0.128167,4.090662963165245
naive-ijk,128,1,f64,2.56725,1.6337731035154348
ikj,128,1,f64,0.459417,9.129622978688207
tiled,128,1,f64,0.435959,9.620868017405307
rayon-ikj,128,1,f64,0.47804199999999997,8.773923630141285
rayon-ikj,128,2,f64,0.26275000000000004,15.963098001902948
rayon-ikj,128,4,f64,0.197958,21.187847927338122
rayon-ikj,128,8,f64,0.111,37.786522522522525
rayon-ikj,128,10,f64,0.175875,23.848210376687987
rayon-tiled,128,1,f64,0.463542,9.048379650603398
rayon-tiled,128,2,f64,0.228625,18.345780207763806
rayon-tiled,128,4,f64,0.29125,14.401043776824034
rayon-tiled,128,8,f64,0.24533299999999997,17.09637105485198
rayon-tiled,128,10,f64,0.244791,17.13422470597367
static-ikj,128,1,f64,0.425542,9.85638080377495
static-ikj,128,2,f64,0.224459,18.68628123621686
static-ikj,128,4,f64,0.127625,32.86428207639569
static-ikj,128,8,f64,0.235458,17.813384977363267
static-ikj,128,10,f64,0.16229100000000002,25.84434133747404
static-tiled,128,1,f64,0.403042,10.406617672599879
static-tiled,128,2,f64,0.212,19.78445283018868
static-tiled,128,4,f64,0.13449999999999998,31.18441635687733
static-tiled,128,8,f64,0.107833,38.89629334248328
static-tiled,128,10,f64,0.16366699999999998,25.627059822688754
naive-ijk,256,1,f64,14.269290999999999,2.351513610592145
ikj,256,1,f64,2.572583,13.04309015491434
tiled,256,1,f64,2.727958,12.300201102802902
rayon-ikj,256,1,f64,2.626958,12.773113235917743
rayon-ikj,256,2,f64,1.346917,24.912026502004206
rayon-ikj,256,4,f64,0.6961660000000001,48.19889509111333
rayon-ikj,256,8,f64,0.424292,79.08334826016046
rayon-ikj,256,10,f64,0.375917,89.26021435582854
rayon-tiled,256,1,f64,2.662416,12.603001183887118
rayon-tiled,256,2,f64,1.420458,23.622262678657165
rayon-tiled,256,4,f64,0.743708,45.11775051498706
rayon-tiled,256,8,f64,0.755834,44.39391718287349
rayon-tiled,256,10,f64,0.768,43.690666666666665
static-ikj,256,1,f64,2.558458,13.11509979839419
static-ikj,256,2,f64,1.320166,25.416827883766132
static-ikj,256,4,f64,0.732167,45.828932470324396
static-ikj,256,8,f64,0.417208,80.4261471496232
static-ikj,256,10,f64,0.5201669999999999,64.50703716306494
static-tiled,256,1,f64,2.687125,12.487112434293158
static-tiled,256,2,f64,1.389791,24.14350934780841
static-tiled,256,4,f64,0.7630830000000001,43.97219175371487
static-tiled,256,8,f64,0.48654200000000003,68.96512942356466
static-tiled,256,10,f64,10.037167,3.3430182042403
naive-ijk,512,1,f64,126.371167,2.124182773432804
ikj,512,1,f64,20.274,13.240379599487028
tiled,512,1,f64,25.275542,10.620363986655558
rayon-ikj,512,1,f64,20.574624999999997,13.04691852220879
rayon-ikj,512,2,f64,10.456375,25.67194233183106
rayon-ikj,512,4,f64,5.544917,48.411086405801925
rayon-ikj,512,8,f64,2.9529579999999997,90.90391939201304
rayon-ikj,512,10,f64,2.8075,95.61369759572574
rayon-tiled,512,1,f64,25.322999999999997,10.600460293014258
rayon-tiled,512,2,f64,13.566958,19.78597236020042
rayon-tiled,512,4,f64,6.846125,39.20983855830853
rayon-tiled,512,8,f64,5.051709,53.13755325178074
rayon-tiled,512,10,f64,4.755917,56.44241814985417
static-ikj,512,1,f64,21.286292,12.61071942450099
static-ikj,512,2,f64,10.545,25.456183594120432
static-ikj,512,4,f64,5.591583,48.00705918163067
static-ikj,512,8,f64,3.0353749999999997,88.4356812584936
static-ikj,512,10,f64,3.88425,69.10869691703674
static-tiled,512,1,f64,25.094333,10.697054829072364
static-tiled,512,2,f64,13.055833,20.560576716935643
static-tiled,512,4,f64,6.724042000000001,39.92173992964351
static-tiled,512,8,f64,3.4249169999999998,78.3772149806842
static-tiled,512,10,f64,4.6431249999999995,57.81353205007404
naive-ijk,1024,1,f64,1516.4742919999999,1.4161029035103485
ikj,1024,1,f64,172.44104199999998,12.453436972388511
tiled,1024,1,f64,243.53425000000001,8.817994380667196
rayon-ikj,1024,1,f64,176.93200000000002,12.137338909863676
rayon-ikj,1024,2,f64,91.62575000000001,23.43755601454831
rayon-ikj,1024,4,f64,45.389541,47.31230148372728
rayon-ikj,1024,8,f64,23.766292,90.35838017979412
rayon-ikj,1024,10,f64,28.095208,76.4359405347702
rayon-tiled,1024,1,f64,235.827,9.10618227768661
rayon-tiled,1024,2,f64,123.186875,17.4327309463772
rayon-tiled,1024,4,f64,64.181791,33.459391122320035
rayon-tiled,1024,8,f64,31.749917000000003,67.637457067998
rayon-tiled,1024,10,f64,34.985459,61.38217732115506
static-ikj,1024,1,f64,174.06887500000002,12.336976659382671
static-ikj,1024,2,f64,88.63562499999999,24.228222545957117
static-ikj,1024,4,f64,45.292458,47.41371395652671
static-ikj,1024,8,f64,24.219082999999998,88.66907339142443
static-ikj,1024,10,f64,28.158958000000002,76.2628946710315
static-tiled,1024,1,f64,238.259792,9.013202059708002
static-tiled,1024,2,f64,122.93175000000001,17.468909764971215
